Date,Year,Region,Product_Category,Units_Sold,Unit_Price,Total_Sales
20-04-2023,2023,West,Solar Panels,318,780.19,248100.42
20-04-2023,2023,Central,Inverters,38,1208.97,45940.86
20-04-2023,2023,East,Inverters,308,61.32,18886.56
20-04-2023,2023,South,PV Modules,273,672.19,183507.87
21-04-2023,2023,North,Batteries,118,214.72,25336.96
21-04-2023,2023,Central,Batteries,250,876.25,219062.5
21-04-2023,2023,West,Monitoring Systems,475,968.91,460232.25
21-04-2023,2023,North,Inverters,474,1299.93,616166.82
21-04-2023,2023,North,Monitoring Systems,358,1118.25,400333.5
21-04-2023,2023,West,PV Modules,466,246.53,114882.98
22-04-2023,2023,Central,Solar Cables,188,512.92,96428.96
22-04-2023,2023,South,Solar Cables,170,1016.38,172784.6
23-04-2023,2023,South,Charge Controllers,377,955.65,360280.05
23-04-2023,2023,South,Solar Lights,44,504.08,22179.52
23-04-2023,2023,South,Solar Cables,16,625.08,10001.28
24-04-2023,2023,East,Hybrid Inverters,231,785.45,181438.95
24-04-2023,2023,West,Solar Panels,35,1103.22,38612.7
24-04-2023,2023,West,Hybrid Inverters,343,1292.03,443166.29
24-04-2023,2023,South,Solar Panels,196,1433.15,280897.4
24-04-2023,2023,South,Energy Storage Units,458,1343.44,615295.52
25-04-2023,2023,East,Microinverters,151,1282.14,193603.14
25-04-2023,2023,South,Solar Lights,44,1463.37,64388.28
25-04-2023,2023,East,Charge Controllers,390,429.8,167622
26-04-2023,2023,Central,Solar Lights,341,1099.8,375031.8
26-04-2023,2023,West,Mounting Structures,13,728.76,9473.88
26-04-2023,2023,North,Batteries,295,1275.37,376234.15
27-04-2023,2023,West,PV Modules,64,675.07,43204.48
27-04-2023,2023,North,Solar Cables,386,1149.21,443595.06
27-04-2023,2023,Central,PV Modules,197,263.66,51941.02
27-04-2023,2023,North,Charge Controllers,455,1038.72,472617.6
28-04-2023,2023,North,Energy Storage Units,361,356.68,128761.48
28-04-2023,2023,Central,Solar Water Pumps,444,342.06,151874.64
28-04-2023,2023,East,Solar Panels,148,65.03,9624.44
28-04-2023,2023,South,Hybrid Inverters,205,817.9,167669.5
28-04-2023,2023,West,Monitoring Systems,414,148.99,61681.86
28-04-2023,2023,North,Monitoring Systems,240,731.53,175567.2
29-04-2023,2023,South,PV Modules,215,131.32,28233.8
29-04-2023,2023,East,Batteries,142,1220,173240
30-04-2023,2023,South,Smart Meters,57,421.18,24007.26
30-04-2023,2023,Central,Solar Lights,134,636.28,85261.52
30-04-2023,2023,West,Monitoring Systems,185,678.37,125498.45
01-05-2023,2023,South,Charge Controllers,59,688.19,40603.21
01-05-2023,2023,West,DC Breakers,301,622.44,187354.44
01-05-2023,2023,North,Microinverters,147,1266.68,186201.96
01-05-2023,2023,East,Solar Water Pumps,478,111.59,53340.02
01-05-2023,2023,South,Inverters,219,466.01,102056.19
01-05-2023,2023,Central,Monitoring Systems,24,200.23,4805.52
02-05-2023,2023,West,Smart Meters,333,50.93,16959.69
02-05-2023,2023,Central,Mounting Structures,428,516.06,220873.68
02-05-2023,2023,West,Monitoring Systems,126,1243.32,156658.32
02-05-2023,2023,North,Solar Cables,116,1333.36,154669.76
02-05-2023,2023,Central,Inverters,357,532.96,190266.72
02-05-2023,2023,Central,Solar Panels,53,1088.91,57712.23
03-05-2023,2023,East,Microinverters,375,357.11,133916.25
03-05-2023,2023,South,Energy Storage Units,106,603.29,63948.74
03-05-2023,2023,West,Batteries,443,487.67,216037.81
04-05-2023,2023,Central,Smart Meters,494,1032.75,510178.5
05-05-2023,2023,North,Batteries,464,478.13,221852.32
05-05-2023,2023,East,Batteries,71,532.91,37836.61
05-05-2023,2023,South,Solar Panels,276,716.01,197618.76
05-05-2023,2023,Central,DC Breakers,407,1385.92,564069.44
05-05-2023,2023,South,Microinverters,363,300.04,108914.52
06-05-2023,2023,North,Monitoring Systems,47,547.94,25753.18
06-05-2023,2023,South,Microinverters,363,78.61,28535.43
06-05-2023,2023,Central,DC Breakers,457,747.48,341598.36
06-05-2023,2023,North,Smart Meters,369,1452.73,536057.37
07-05-2023,2023,North,Microinverters,128,723.57,92616.96
07-05-2023,2023,Central,Monitoring Systems,100,1146.3,114630
07-05-2023,2023,South,Batteries,331,694.05,229730.55
07-05-2023,2023,Central,Inverters,489,322.44,157673.16
08-05-2023,2023,South,Monitoring Systems,472,1346.86,635717.92
08-05-2023,2023,North,Solar Lights,278,1150.7,319894.6
09-05-2023,2023,West,Monitoring Systems,47,705.44,33155.68
09-05-2023,2023,West,Solar Lights,480,253.47,121665.6
09-05-2023,2023,West,Monitoring Systems,48,470.63,22590.24
09-05-2023,2023,Central,Solar Panels,89,205.87,18322.43
09-05-2023,2023,North,Microinverters,328,273.9,89839.2
09-05-2023,2023,South,Solar Cables,51,986.35,50303.85
09-05-2023,2023,North,Energy Storage Units,256,1472.33,376916.48
09-05-2023,2023,South,Monitoring Systems,362,539.22,195197.64
10-05-2023,2023,North,DC Breakers,146,1371.57,200249.22
10-05-2023,2023,East,Energy Storage Units,266,532.97,141770.02
10-05-2023,2023,Central,Monitoring Systems,419,421.17,176470.23
10-05-2023,2023,West,Monitoring Systems,12,920.26,11043.12
10-05-2023,2023,West,PV Modules,441,194.26,85668.66
10-05-2023,2023,South,Hybrid Inverters,363,520.78,189043.14
11-05-2023,2023,Central,DC Breakers,351,984.55,345577.05
11-05-2023,2023,East,PV Modules,184,1343.12,247134.08
11-05-2023,2023,Central,Microinverters,325,325.19,105686.75
11-05-2023,2023,Central,DC Breakers,12,1255,15060
11-05-2023,2023,West,Solar Cables,105,1305.89,137118.45
12-05-2023,2023,West,Solar Lights,318,113.21,36000.78
12-05-2023,2023,West,Hybrid Inverters,125,1318.93,164866.25
12-05-2023,2023,Central,Inverters,221,410.19,90651.99
12-05-2023,2023,West,Solar Water Pumps,482,586.4,282644.8
13-05-2023,2023,East,Solar Panels,444,1282.31,569345.64
13-05-2023,2023,East,Energy Storage Units,142,462.26,65640.92
13-05-2023,2023,Central,Inverters,355,421.79,149735.45
13-05-2023,2023,West,Monitoring Systems,54,1437.36,77617.44
14-05-2023,2023,East,Energy Storage Units,334,758.24,253252.16
14-05-2023,2023,South,Microinverters,446,1234.03,550377.38
14-05-2023,2023,North,Mounting Structures,290,379.86,110159.4
15-05-2023,2023,East,Hybrid Inverters,481,347.74,167262.94
15-05-2023,2023,West,DC Breakers,156,657.66,102594.96
15-05-2023,2023,West,Solar Lights,416,1404.51,584276.16
15-05-2023,2023,North,Batteries,45,1435.95,64617.75
15-05-2023,2023,East,Energy Storage Units,45,502.57,22615.65
16-05-2023,2023,Central,Mounting Structures,60,1197.38,71842.8
16-05-2023,2023,North,Mounting Structures,74,103.91,7689.34
17-05-2023,2023,South,Hybrid Inverters,490,651.36,319166.4
17-05-2023,2023,Central,PV Modules,34,629.76,21411.84
17-05-2023,2023,East,Charge Controllers,258,422.66,109046.28
17-05-2023,2023,North,Solar Water Pumps,246,876.67,215660.82
18-05-2023,2023,North,Mounting Structures,480,897.19,430651.2
18-05-2023,2023,East,DC Breakers,472,1075.29,507536.88
18-05-2023,2023,South,PV Modules,195,1090.03,212555.85
18-05-2023,2023,West,Inverters,46,136.89,6296.94
18-05-2023,2023,North,PV Modules,360,493.78,177760.8
18-05-2023,2023,Central,Batteries,240,1312.55,315012
18-05-2023,2023,Central,Energy Storage Units,113,96.9,10949.7
19-05-2023,2023,South,Energy Storage Units,343,746.9,256186.7
19-05-2023,2023,North,Solar Panels,379,658.33,249507.07
19-05-2023,2023,South,Solar Lights,356,1336.13,475662.28
20-05-2023,2023,East,Mounting Structures,465,1408.56,654980.4
20-05-2023,2023,South,PV Modules,271,789.53,213962.63
20-05-2023,2023,West,Solar Water Pumps,385,872.07,335746.95
20-05-2023,2023,South,DC Breakers,134,1001.88,134251.92
21-05-2023,2023,North,Microinverters,221,319.75,70664.75
21-05-2023,2023,North,DC Breakers,29,646.76,18756.04
22-05-2023,2023,North,Charge Controllers,131,864.44,113241.64
22-05-2023,2023,South,Mounting Structures,231,515.48,119075.88
22-05-2023,2023,Central,Inverters,465,324.46,150873.9
22-05-2023,2023,West,Monitoring Systems,75,1086.28,81471
23-05-2023,2023,East,Solar Water Pumps,143,512.08,73227.44
23-05-2023,2023,West,DC Breakers,421,1257.71,529495.91
23-05-2023,2023,West,PV Modules,336,1098.21,368998.56
23-05-2023,2023,South,Hybrid Inverters,494,1004.58,496262.52
23-05-2023,2023,South,Solar Lights,377,289.72,109224.44
23-05-2023,2023,South,Solar Lights,390,645.67,251811.3
24-05-2023,2023,South,Microinverters,209,299.01,62493.09
24-05-2023,2023,East,Smart Meters,367,162.51,59641.17
25-05-2023,2023,South,PV Modules,432,196.28,84792.96
25-05-2023,2023,North,Smart Meters,397,878.59,348800.23
25-05-2023,2023,North,Monitoring Systems,353,1490.85,526270.05
26-05-2023,2023,South,Solar Water Pumps,107,1301.54,139264.78
26-05-2023,2023,East,Monitoring Systems,470,601.85,282869.5
26-05-2023,2023,North,Solar Lights,396,861.44,341130.24
26-05-2023,2023,South,Mounting Structures,467,1248.28,582946.76
26-05-2023,2023,South,PV Modules,387,858.81,332359.47
26-05-2023,2023,Central,Inverters,282,551.95,155649.9
26-05-2023,2023,West,Smart Meters,49,802.27,39311.23
27-05-2023,2023,East,Energy Storage Units,460,1208.37,555850.2
27-05-2023,2023,West,Energy Storage Units,323,426.64,137804.72
28-05-2023,2023,South,Monitoring Systems,277,612.58,169684.66
28-05-2023,2023,East,Batteries,211,328.39,69290.29
28-05-2023,2023,East,PV Modules,31,1314.22,40740.82
28-05-2023,2023,North,PV Modules,494,282.54,139574.76
28-05-2023,2023,Central,Charge Controllers,376,563.01,211691.76
29-05-2023,2023,North,Smart Meters,461,891.75,411096.75
29-05-2023,2023,West,Hybrid Inverters,439,529.76,232564.64
29-05-2023,2023,South,DC Breakers,286,1054.43,301566.98
29-05-2023,2023,South,Solar Lights,356,76.39,27194.84
30-05-2023,2023,West,Energy Storage Units,440,1073.88,472507.2
30-05-2023,2023,Central,Energy Storage Units,146,201.3,29389.8
30-05-2023,2023,Central,Solar Cables,379,238.98,90573.42
31-05-2023,2023,North,Batteries,411,517.54,212708.94
31-05-2023,2023,West,Energy Storage Units,361,473.47,170922.67
01-06-2023,2023,East,Solar Water Pumps,165,510.75,84273.75
01-06-2023,2023,Central,Solar Panels,467,508.97,237688.99
02-06-2023,2023,East,Hybrid Inverters,449,1490.77,669355.73
02-06-2023,2023,South,Solar Lights,194,614.28,119170.32
02-06-2023,2023,Central,Inverters,111,941.93,104554.23
03-06-2023,2023,West,Monitoring Systems,295,698.57,206078.15
03-06-2023,2023,North,Microinverters,163,226.12,36857.56
03-06-2023,2023,South,Solar Cables,491,308.44,151444.04
03-06-2023,2023,South,PV Modules,234,1338.88,313297.92
03-06-2023,2023,East,Solar Cables,125,910.85,113856.25
03-06-2023,2023,West,DC Breakers,311,635.92,197771.12
03-06-2023,2023,South,Smart Meters,254,1303.91,331193.14
04-06-2023,2023,West,Hybrid Inverters,404,155.93,62995.72
04-06-2023,2023,West,Hybrid Inverters,221,138.63,30637.23
04-06-2023,2023,North,DC Breakers,8,216.99,1735.92
05-06-2023,2023,East,Charge Controllers,217,1274.33,276529.61
05-06-2023,2023,South,Solar Panels,19,1347.06,25594.14
05-06-2023,2023,Central,Energy Storage Units,388,516.74,200495.12
06-06-2023,2023,South,Solar Water Pumps,352,1214.49,427500.48
06-06-2023,2023,West,Solar Panels,154,1485.84,228819.36
06-06-2023,2023,East,Solar Cables,393,1416.52,556692.36
06-06-2023,2023,North,DC Breakers,233,995.49,231949.17
06-06-2023,2023,West,Monitoring Systems,168,1213.16,203810.88
06-06-2023,2023,Central,Batteries,387,621.2,240404.4
06-06-2023,2023,Central,Mounting Structures,414,120.42,49853.88
06-06-2023,2023,West,PV Modules,426,172.22,73365.72
07-06-2023,2023,South,Smart Meters,316,554.71,175288.36
09-06-2023,2023,East,Solar Panels,304,349.55,106263.2
09-06-2023,2023,South,Solar Cables,93,1091.5,101509.5
09-06-2023,2023,Central,Mounting Structures,135,536.89,72480.15
09-06-2023,2023,South,Solar Lights,91,451.1,41050.1
10-06-2023,2023,East,Solar Panels,259,166.13,43027.67
10-06-2023,2023,Central,PV Modules,5,744.58,3722.9
10-06-2023,2023,East,Solar Cables,489,183.54,89751.06
10-06-2023,2023,North,Energy Storage Units,361,701.75,253331.75
10-06-2023,2023,Central,Charge Controllers,388,951.01,368991.88
10-06-2023,2023,South,PV Modules,54,813.28,43917.12
10-06-2023,2023,West,Inverters,243,937.47,227805.21
10-06-2023,2023,West,Monitoring Systems,490,653.58,320254.2
10-06-2023,2023,Central,Inverters,152,434.76,66083.52
10-06-2023,2023,East,Batteries,273,565.42,154359.66
10-06-2023,2023,South,PV Modules,324,1150.02,372606.48
10-06-2023,2023,North,Energy Storage Units,152,740.67,112581.84
11-06-2023,2023,East,Solar Panels,140,485.28,67939.2
11-06-2023,2023,East,Energy Storage Units,277,253.85,70316.45
11-06-2023,2023,Central,Batteries,205,605.05,124035.25
12-06-2023,2023,East,Microinverters,498,783.22,390043.56
12-06-2023,2023,South,Solar Water Pumps,210,306.3,64323
12-06-2023,2023,West,DC Breakers,339,1056.63,358197.57
12-06-2023,2023,West,Smart Meters,495,1497.04,741034.8
12-06-2023,2023,West,Solar Water Pumps,110,1399.72,153969.2
13-06-2023,2023,South,PV Modules,287,629.13,180560.31
13-06-2023,2023,West,Mounting Structures,459,688.52,316030.68
13-06-2023,2023,East,Monitoring Systems,362,274.98,99542.76
13-06-2023,2023,Central,Monitoring Systems,377,885.95,334003.15
13-06-2023,2023,East,DC Breakers,374,421.26,157551.24
13-06-2023,2023,North,Charge Controllers,269,251.64,67691.16
14-06-2023,2023,North,Energy Storage Units,103,161.7,16655.1
14-06-2023,2023,North,Smart Meters,312,1143.83,356874.96
14-06-2023,2023,West,Solar Water Pumps,397,977.37,388015.89
14-06-2023,2023,West,Hybrid Inverters,125,1433.83,179228.75
15-06-2023,2023,South,Mounting Structures,103,1485.86,153043.58
15-06-2023,2023,West,Solar Cables,228,537.8,122618.4
15-06-2023,2023,West,Solar Cables,262,1465.91,384068.42
15-06-2023,2023,North,DC Breakers,284,593.28,168491.52
15-06-2023,2023,Central,Solar Cables,471,739.59,348346.89
16-06-2023,2023,North,Solar Cables,283,767.2,217117.6
17-06-2023,2023,Central,Batteries,359,872.85,313353.15
17-06-2023,2023,Central,DC Breakers,116,1119.43,129853.88
17-06-2023,2023,East,Solar Panels,399,246.08,98185.92
17-06-2023,2023,East,Hybrid Inverters,235,188.12,44208.2
17-06-2023,2023,East,PV Modules,316,985.26,311342.16
17-06-2023,2023,East,Energy Storage Units,438,1096.93,480455.34
17-06-2023,2023,West,Inverters,202,175.78,35507.56
18-06-2023,2023,North,Solar Lights,450,785.55,353497.5
18-06-2023,2023,East,Solar Cables,137,750.71,102847.27
18-06-2023,2023,North,Microinverters,341,880.65,300301.65
18-06-2023,2023,South,Mounting Structures,41,925.62,37950.42
19-06-2023,2023,South,Hybrid Inverters,490,691.37,338771.3
19-06-2023,2023,North,Smart Meters,69,415.41,28663.29
19-06-2023,2023,Central,Batteries,427,517.55,220993.85
20-06-2023,2023,West,Microinverters,10,811.77,8117.7
20-06-2023,2023,South,Solar Lights,279,1268.01,353774.79
20-06-2023,2023,North,Mounting Structures,480,1301.79,624859.2
20-06-2023,2023,North,Inverters,375,1042.49,390933.75
21-06-2023,2023,East,Smart Meters,275,413.24,113641
21-06-2023,2023,West,PV Modules,38,625.29,23761.02
21-06-2023,2023,South,Hybrid Inverters,273,488.46,133349.58
21-06-2023,2023,West,Inverters,279,579.26,161613.54
22-06-2023,2023,East,Solar Panels,275,1039.61,285892.75
22-06-2023,2023,East,Solar Cables,162,1162.05,188252.1
22-06-2023,2023,South,Hybrid Inverters,280,1258.44,352363.2
22-06-2023,2023,Central,Solar Panels,35,1244.84,43569.4
23-06-2023,2023,South,Solar Panels,447,536.52,239824.44
23-06-2023,2023,Central,Solar Water Pumps,298,1112.74,331596.52
23-06-2023,2023,West,PV Modules,398,1059.53,421692.94
23-06-2023,2023,Central,Solar Cables,84,202.6,17018.4
23-06-2023,2023,East,PV Modules,208,527.4,109699.2
24-06-2023,2023,Central,Charge Controllers,54,938.56,50682.24
24-06-2023,2023,East,PV Modules,272,1426.92,388122.24
24-06-2023,2023,North,PV Modules,443,1129.04,500164.72
24-06-2023,2023,East,Smart Meters,382,629.94,240637.08
24-06-2023,2023,West,Solar Water Pumps,77,861.94,66369.38
25-06-2023,2023,West,Inverters,302,515.41,155653.82
25-06-2023,2023,North,Monitoring Systems,111,445.59,49460.49
25-06-2023,2023,East,Solar Lights,494,758.73,374812.62
25-06-2023,2023,South,Solar Lights,34,1497.5,50915
26-06-2023,2023,East,Energy Storage Units,294,1033.62,303884.28
26-06-2023,2023,North,Solar Lights,66,566.73,37404.18
26-06-2023,2023,Central,Solar Water Pumps,83,498.84,41403.72
27-06-2023,2023,North,Inverters,493,1103.89,544217.77
27-06-2023,2023,Central,Solar Panels,136,1303.84,177322.24
27-06-2023,2023,North,Solar Panels,232,539.6,125187.2
27-06-2023,2023,South,Solar Panels,367,683.09,250694.03
27-06-2023,2023,North,Solar Lights,191,1460.24,278905.84
27-06-2023,2023,North,Inverters,165,570.46,94125.9
27-06-2023,2023,South,Mounting Structures,253,494.2,125032.6
27-06-2023,2023,West,Solar Water Pumps,60,639.75,38385
28-06-2023,2023,South,Solar Cables,91,154.23,14034.93
28-06-2023,2023,East,Solar Cables,86,1439.92,123833.12
28-06-2023,2023,North,Monitoring Systems,164,521.57,85537.48
28-06-2023,2023,West,Hybrid Inverters,152,1264.4,192188.8
29-06-2023,2023,North,Solar Cables,349,919.17,320790.33
29-06-2023,2023,South,Hybrid Inverters,160,1122.81,179649.6
29-06-2023,2023,West,Solar Lights,279,1100.1,306927.9
29-06-2023,2023,East,Energy Storage Units,469,198.48,93087.12
30-06-2023,2023,North,DC Breakers,213,1256.24,267579.12
30-06-2023,2023,North,Solar Panels,484,334.62,161956.08
30-06-2023,2023,East,Inverters,402,192.27,77292.54
01-07-2023,2023,East,Microinverters,56,823.55,46118.8
01-07-2023,2023,South,Solar Cables,496,1348.58,668895.68
02-07-2023,2023,Central,Batteries,75,788.79,59159.25
02-07-2023,2023,West,Monitoring Systems,255,350.25,89313.75
02-07-2023,2023,East,PV Modules,365,1429.11,521625.15
02-07-2023,2023,South,Monitoring Systems,423,1079.35,456565.05
02-07-2023,2023,North,DC Breakers,37,486.83,18012.71
03-07-2023,2023,South,Solar Lights,65,980.12,63707.8
03-07-2023,2023,Central,Batteries,45,975.76,43909.2
03-07-2023,2023,West,Solar Water Pumps,149,1424.23,212210.27
03-07-2023,2023,Central,Energy Storage Units,92,282.43,25983.56
03-07-2023,2023,South,Solar Lights,292,488.96,142776.32
04-07-2023,2023,East,Batteries,47,501.94,23591.18
04-07-2023,2023,Central,Solar Cables,174,652.9,113604.6
05-07-2023,2023,West,Mounting Structures,481,294.35,141582.35
05-07-2023,2023,North,Batteries,380,413.14,156993.2
06-07-2023,2023,North,Microinverters,146,869.43,126936.78
06-07-2023,2023,Central,Hybrid Inverters,459,631.09,289670.31
07-07-2023,2023,Central,Inverters,358,515.8,184656.4
07-07-2023,2023,Central,Smart Meters,137,582.26,79769.62
07-07-2023,2023,North,PV Modules,390,1134.22,442345.8
08-07-2023,2023,West,Hybrid Inverters,160,1499.03,239844.8
08-07-2023,2023,Central,Hybrid Inverters,58,1066.02,61829.16
08-07-2023,2023,North,Solar Lights,427,1092.35,466433.45
08-07-2023,2023,South,Energy Storage Units,44,401.04,17645.76
08-07-2023,2023,East,Hybrid Inverters,254,576.85,146519.9
09-07-2023,2023,East,Solar Water Pumps,247,703.14,173675.58
